timestamp,temp_in_hot,temp_out_hot,temp_in_cold,temp_out_cold,flow_rate
2025-01-01T00:00:00,79.6550,44.8780,15.8219,36.7199,95.7185
2025-01-01T00:01:00,80.1063,46.3226,15.5130,36.0801,100.7081
2025-01-01T00:02:00,83.7761,47.5087,16.0705,33.4969,103.2348
2025-01-01T00:03:00,80.7494,46.0041,13.8897,32.6134,100.3225
2025-01-01T00:04:00,79.3593,45.3046,14.7762,35.6959,100.0948
2025-01-01T00:05:00,84.5595,44.0646,14.7693,34.5330,96.5590
2025-01-01T00:06:00,80.1488,42.9940,14.7832,34.8782,99.1109
2025-01-01T00:07:00,79.9631,48.5199,13.9742,34.5511,91.9524
2025-01-01T00:08:00,79.9632,45.7758,16.4628,33.8968,105.0863
2025-01-01T00:09:00,81.2850,43.2003,15.2375,34.8487,98.5515
2025-01-01T00:10:00,82.1843,44.2205,16.7932,36.2639,103.1935
2025-01-01T00:11:00,78.6073,44.4693,16.1431,33.2247,104.6398
2025-01-01T00:12:00,78.5231,43.6884,13.6498,37.0595,101.1457
2025-01-01T00:13:00,78.3672,45.2749,15.2177,34.5787,98.9620
2025-01-01T00:14:00,78.4255,44.0260,12.7102,33.0146,105.4056
2025-01-01T00:15:00,77.0283,45.6615,15.2382,34.7052,107.8605
2025-01-01T00:16:00,80.4577,44.9048,15.4560,34.8577,95.2305
2025-01-01T00:17:00,83.0793,44.0107,16.9076,33.8067,101.7067
2025-01-01T00:18:00,81.3676,46.3859,16.5427,34.5641,102.7488
2025-01-01T00:19:00,82.1082,46.8618,14.8634,36.6684,104.7632
2025-01-01T00:20:00,82.0646,42.0472,16.6058,34.2535,108.0783
2025-01-01T00:21:00,81.6962,46.6795,13.7570,35.2349,94.7466
2025-01-01T00:22:00,82.6264,45.7715,15.6282,35.2357,98.4141
2025-01-01T00:23:00,80.8945,46.2709,15.2225,34.3433,109.3337
2025-01-01T00:24:00,80.7712,43.9186,14.9254,35.4737,101.8538
2025-01-01T00:25:00,81.6354,45.0172,14.0216,33.4698,97.2581
2025-01-01T00:26:00,81.9444,44.0884,14.5431,33.9290,98.9491
2025-01-01T00:27:00,80.3014,44.4829,15.3586,37.6504,96.7889
2025-01-01T00:28:00,81.4645,46.3446,13.4312,35.4340,107.0632
2025-01-01T00:29:00,79.4689,42.6430,15.3823,34.0800,98.8170
2025-01-01T00:30:00,82.4200,43.4908,14.2579,35.6490,98.5408
2025-01-01T00:31:00,81.2784,45.0833,13.6461,34.6844,99.8121
2025-01-01T00:32:00,80.3736,44.2870,14.8244,31.4165,96.4370
2025-01-01T00:33:00,83.2015,42.8289,13.8395,31.8150,106.6350
2025-01-01T00:34:00,78.5342,45.8389,15.4911,35.5166,102.8084
2025-01-01T00:35:00,79.5979,44.2536,15.1445,32.5437,105.1434
2025-01-01T00:36:00,77.7520,44.0835,17.0796,35.1525,103.0036
2025-01-01T00:37:00,79.4182,44.6860,14.7408,36.2600,95.7691
2025-01-01T00:38:00,80.1957,44.5468,15.5211,33.5812,98.0282
2025-01-01T00:39:00,83.8317,44.3275,14.2369,36.2980,97.5134
2025-01-01T00:40:00,79.7951,45.4594,14.0722,35.9303,97.5620
2025-01-01T00:41:00,81.6164,44.4117,13.1886,33.0389,100.9168
2025-01-01T00:42:00,80.4089,46.0885,15.3598,34.1021,93.3877
2025-01-01T00:43:00,82.7281,45.1765,12.9672,35.2282,104.3040
2025-01-01T00:44:00,82.1851,48.6908,16.2075,35.4565,98.1628
2025-01-01T00:45:00,79.1489,46.5852,13.9517,34.5708,97.3398
2025-01-01T00:46:00,84.1968,43.8968,14.6234,33.0191,101.8515
2025-01-01T00:47:00,80.3540,43.9518,14.6739,33.3092,93.6203
2025-01-01T00:48:00,79.6757,43.8278,14.9201,38.3250,92.5238
2025-01-01T00:49:00,80.0037,46.7872,15.3384,34.1153,96.8080
2025-01-01T00:50:00,77.0459,47.3645,16.3419,32.8876,98.4600
2025-01-01T00:51:00,78.1120,44.2427,15.7004,36.6455,99.6989
2025-01-01T00:52:00,81.7995,42.7725,15.0915,32.8351,105.6912
2025-01-01T00:53:00,78.8302,44.6963,15.3481,34.7708,104.6951
2025-01-01T00:54:00,81.3665,43.8020,13.8379,33.4483,94.8400
2025-01-01T00:55:00,78.1159,47.0629,14.5247,36.7018,97.5431
2025-01-01T00:56:00,82.0477,44.0887,15.0864,34.5562,103.1859
2025-01-01T00:57:00,80.5626,47.3462,14.5677,34.3489,94.4933
2025-01-01T00:58:00,78.8733,47.9529,13.1527,34.5874,102.8353
2025-01-01T00:59:00,77.0915,45.6136,15.5782,36.2440,104.1375
2025-01-01T01:00:00,80.6559,45.6273,15.2522,36.1658,100.4595
2025-01-01T01:01:00,79.5735,47.2581,13.6089,34.4102,101.8358
2025-01-01T01:02:00,78.7830,45.0728,14.3673,34.7332,103.4306
2025-01-01T01:03:00,80.5583,42.4272,16.4391,33.5475,85.0000
2025-01-01T01:04:00,80.5880,43.9578,15.0587,35.5035,104.3340
2025-01-01T01:05:00,80.2256,45.9827,13.7278,35.9502,89.8031
2025-01-01T01:06:00,80.7315,43.1767,14.1043,37.1391,101.1737
2025-01-01T01:07:00,80.2590,46.6732,13.7285,34.4962,99.9623
2025-01-01T01:08:00,81.0453,44.7319,14.5464,35.6471,106.7162
2025-01-01T01:09:00,76.9990,46.1272,14.4232,32.0001,101.8810
2025-01-01T01:10:00,81.1566,44.4298,14.9930,34.7289,102.5555
2025-01-01T01:11:00,79.8614,45.3845,16.6290,34.7218,91.3142
2025-01-01T01:12:00,79.6897,45.4346,16.7743,35.3416,99.3796
2025-01-01T01:13:00,79.5794,45.3439,15.4282,34.9804,93.5019
2025-01-01T01:14:00,79.8408,44.9452,14.3814,35.9539,103.3423
2025-01-01T01:15:00,78.6253,46.3888,15.7917,35.2985,94.9907
2025-01-01T01:16:00,81.3577,43.4119,15.7574,37.2455,97.0803
2025-01-01T01:17:00,81.1520,42.7877,15.7624,34.4978,100.7119
2025-01-01T01:18:00,77.7792,46.7655,13.7286,32.9047,102.4271
2025-01-01T01:19:00,80.9977,46.2051,16.0124,34.3928,106.5175
2025-01-01T01:20:00,81.1371,43.7240,17.4138,36.4435,101.3741
2025-01-01T01:21:00,76.4847,46.0366,14.5369,34.4133,99.2909
2025-01-01T01:22:00,80.1259,48.7444,14.5678,35.6539,102.1843
2025-01-01T01:23:00,79.6508,45.6376,15.4556,36.1493,104.7358
2025-01-01T01:24:00,78.8751,45.7866,12.3288,35.1165,99.1266
2025-01-01T01:25:00,82.6675,45.7276,16.1456,37.4323,96.3656
2025-01-01T01:26:00,78.6762,43.9127,14.6438,35.3630,93.8381
2025-01-01T01:27:00,75.5847,44.8188,14.5990,30.9729,100.2066
2025-01-01T01:28:00,79.3665,45.1249,14.7752,33.3431,100.2398
2025-01-01T01:29:00,80.7796,46.2913,15.2243,34.3054,91.9702
2025-01-01T01:30:00,80.0653,47.5510,15.5330,34.5014,97.7638
2025-01-01T01:31:00,77.4280,44.5097,17.0671,33.9453,92.4478
